1742108100561,POST,253,201
1742108100562,POST,308,201
1742108100561,POST,313,201
1742108100561,POST,319,201
1742108100561,POST,325,201
1742108100562,POST,340,201
1742108100562,POST,344,201
1742108100562,POST,357,201
1742108100561,POST,367,201
1742108100561,POST,378,201
1742108100561,POST,386,201
1742108100562,POST,389,201
1742108100561,POST,403,201
1742108100563,POST,406,201
1742108100562,POST,421,201
1742108100562,POST,426,201
1742108100563,POST,438,201
1742108100561,POST,440,201
1742108100561,POST,459,201
1742108100561,POST,466,201
1742108100561,POST,474,201
1742108100561,POST,475,201
1742108100565,POST,478,201
1742108100561,POST,494,201
1742108100561,POST,502,201
1742108100814,POST,259,201
1742108100562,POST,517,201
1742108100561,POST,532,201
1742108100562,POST,531,201
1742108100562,POST,544,201
1742108100561,POST,554,201
1742108100562,POST,557,201
1742108101093,POST,36,201
1742108100561,POST,572,201
1742108100874,POST,275,201
1742108100886,POST,285,201
1742108100881,POST,292,201
1742108100902,POST,278,201
1742108100919,POST,265,201
1742108100870,POST,320,201
1742108100939,POST,259,201
1742108100928,POST,277,201
1742108100906,POST,306,201
1742108100951,POST,275,201
1742108100947,POST,286,201
1742108100969,POST,273,201
1742108100964,POST,284,201
1742108100984,POST,275,201
1742108100988,POST,273,201
1742108101001,POST,278,201
1742108101001,POST,280,201
1742108101020,POST,273,201
1742108101036,POST,270,201
1742108101027,POST,279,201
1742108101035,POST,279,201
1742108101055,POST,270,201
1742108101043,POST,291,201
1742108101079,POST,263,201
1742108101063,POST,286,201
1742108101073,POST,282,201
1742108101093,POST,272,201
1742108101106,POST,265,201
1742108101115,POST,271,201
1742108101119,POST,275,201
1742108101133,POST,269,201
1742108101129,POST,281,201
1742108101149,POST,266,201
1742108101180,POST,247,201
1742108101173,POST,270,201
1742108101171,POST,272,201
1742108101184,POST,270,201
1742108101190,POST,268,201
1742108101198,POST,270,201
1742108101205,POST,275,201
1742108101212,POST,277,201
1742108101242,POST,276,201
1742108101226,POST,293,201
1742108101248,POST,271,201
1742108101233,POST,287,201
1742108101259,POST,269,201
1742108101261,POST,283,201
1742108101279,POST,273,201
1742108101281,POST,287,201
1742108101293,POST,280,201
1742108101306,POST,273,201
1742108101306,POST,277,201
1742108101314,POST,277,201
1742108101334,POST,271,201
1742108101325,POST,288,201
1742108101342,POST,278,201
1742108101355,POST,268,201
1742108101349,POST,291,201
1742108101365,POST,280,201
1742108101371,POST,285,201
1742108101394,POST,268,201
1742108101386,POST,285,201
1742108101410,POST,275,201
1742108101402,POST,284,201
1742108101415,POST,276,201
1742108101427,POST,274,201
1742108101443,POST,266,201
1742108101458,POST,253,201
1742108101454,POST,271,201
1742108101443,POST,288,201
1742108101468,POST,270,201
1742108101480,POST,268,201
1742108101489,POST,264,201
1742108101519,POST,254,201
1742108101520,POST,254,201
1742108101519,POST,268,201
1742108101519,POST,269,201
1742108101528,POST,268,201
1742108101544,POST,262,201
1742108101552,POST,257,201
1742108101568,POST,257,201
1742108101573,POST,254,201
1742108101579,POST,260,201
1742108101583,POST,263,201
1742108101591,POST,267,201
1742108101606,POST,256,201
1742108101620,POST,247,201
1742108101613,POST,264,201
1742108101623,POST,263,201
1742108101640,POST,250,201
1742108101645,POST,258,201
1742108101656,POST,252,201
1742108101671,POST,245,201
1742108101662,POST,270,201
1742108101685,POST,253,201
1742108101686,POST,258,201
1742108101691,POST,257,201
1742108101701,POST,256,201
1742108101709,POST,259,201
1742108101711,POST,267,201
1742108101725,POST,261,201
1742108101738,POST,253,201
1742108101731,POST,270,201
1742108101748,POST,263,201
1742108101753,POST,265,201
1742108101774,POST,252,201
1742108101773,POST,257,201
1742108101788,POST,249,201
1742108101787,POST,255,201
1742108101809,POST,244,201
1742108101796,POST,273,201
1742108101806,POST,266,201
1742108101825,POST,257,201
1742108101827,POST,260,201
1742108101846,POST,256,201
1742108101839,POST,264,201
1742108101867,POST,243,201
1742108101858,POST,262,201
1742108101862,POST,265,201
1742108101877,POST,256,201
1742108101886,POST,257,201
1742108101890,POST,266,201
1742108101908,POST,251,201
1742108102133,POST,27,201
1742108101903,POST,260,201
1742108101916,POST,266,201
1742108101938,POST,244,201
1742108101932,POST,262,201
1742108101948,POST,249,201
1742108101957,POST,248,201
1742108101944,POST,267,201
1742108101968,POST,255,201
1742108101986,POST,245,201
1742108101991,POST,255,201
1742108101978,POST,269,201
1742108102011,POST,247,201
1742108102001,POST,265,201
1742108102026,POST,247,201
1742108102018,POST,262,201
1742108102030,POST,268,201
1742108102053,POST,246,201
1742108102037,POST,269,201
1742108102042,POST,271,201
1742108102069,POST,253,201
1742108102087,POST,237,201
1742108102072,POST,264,201
1742108102082,POST,262,201
1742108102110,POST,243,201
1742108102103,POST,255,201
1742108102102,POST,267,201
1742108102127,POST,252,201
1742108102120,POST,262,201
1742108102143,POST,246,201
1742108102156,POST,244,201
1742108102163,POST,249,201
1742108102159,POST,254,201
1742108102160,POST,256,201
1742108102182,POST,255,201
1742108102182,POST,257,201
1742108102194,POST,257,201
1742108102205,POST,252,201
1742108102197,POST,260,201
1742108102223,POST,237,201
1742108102211,POST,265,201
1742108102231,POST,248,201
1742108102246,POST,255,201
1742108102258,POST,243,201
1742108102460,POST,41,201
1742108102247,POST,254,201
1742108102273,POST,234,201
1742108102266,POST,245,201
1742108102280,POST,238,201
1742108102306,POST,218,201
1742108102298,POST,226,201
1742108102299,POST,238,201
1742108102324,POST,215,201
1742108102313,POST,239,201
1742108102322,POST,239,201
1742108102337,POST,226,201
